Permit Number,Status,Street Number,Street Name,Street Suffix,Post-direction,City,State,ZIP code,Added Date,Issue Date,Final Date,Building Area,Declared Valuation,Description,Application Type,Work Type,Use Code,Pre-direction,Location
600512,Stop Work,10909,BALANTRE,LN,,POTOMAC,MD,20854,05/31/2012,06/06/2012,,616,24000.00,Sunroom,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"10909 BALANTRE LN
POTOMAC, MD 20854
(39.041553, -77.226118)"
670898,Stop Work,7544,PEPPERELL,DR,,BETHESDA,MD,20817,04/28/2014,04/28/2014,07/22/2014,55,8000.00,FRONT PORCH,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"7544 PEPPERELL DR
BETHESDA, MD 20817
(38.98692, -77.155409)"
664229,Stop Work,11814,PITTSON,RD,,SILVER SPRING,MD,20906,02/25/2014,03/19/2014,07/14/2014,405,45000.00,Adding two bedrooms,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"11814 PITTSON RD
SILVER SPRING, MD 20906
(39.050473, -77.082289)"
647472,Stop Work,4404,GLENRIDGE,ST,,KENSINGTON,MD,20895,09/03/2013,09/13/2013,12/20/2013,240,215000.00,one story addition,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"4404 GLENRIDGE ST
KENSINGTON, MD 20895
(39.017782, -77.088176)"
632030,Stop Work,9633,PARKWOOD,DR,,BETHESDA,MD,20814,04/18/2013,04/22/2013,09/09/2013,980,100000.00,ONE STORY ADDITION,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"9633 PARKWOOD DR
BETHESDA, MD 20814
(39.015947, -77.092033)"
661736,Stop Work,9500,SINGLETON,DR,,BETHESDA,MD,20817,01/29/2014,01/29/2014,04/14/2014,172,9200.00,SCREENED PORCH,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"9500 SINGLETON DR
BETHESDA, MD 20817
(39.010937, -77.116894)"
637133,Stop Work,400,VALLEY BROOK,DR,,SILVER SPRING,MD,20904,06/03/2013,06/03/2013,08/08/2013,0,3754300.00,Install 12x19 sunroom on exisiting patio,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"400 VALLEY BROOK DR
SILVER SPRING, MD 20904
(39.057959, -77.001744)"
675228,Stop Work,13107,EWOOD,LN,,SILVER SPRING,MD,20906,06/04/2014,06/04/2014,,600,10000.00,INTERIOR ALTERATIONS,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"13107 EWOOD LN
SILVER SPRING, MD 20906
(39.070454, -77.048431)"
673070,Stop Work,3936,KINCAID,TER,,KENSINGTON,MD,20895,05/16/2014,05/19/2014,09/15/2014,340,40000.00,ADDING A FAMILY ROOM,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"3936 KINCAID TER
KENSINGTON, MD 20895
(39.036982, -77.078864)"
626039,Stop Work,1311,CADDINGTON,AVE,,SILVER SPRING,MD,20901,02/13/2013,03/15/2013,,752,40000.00,2nd Story,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"1311 CADDINGTON AVE
SILVER SPRING, MD 20901
(39.034035, -77.022231)"
659787,Stop Work,16435,FOX VALLEY,TER,,ROCKVILLE,MD,20853,01/08/2014,01/13/2014,05/21/2014,280,12000.00,DECK/PORCH,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"16435 FOX VALLEY TER
ROCKVILLE, MD 20853
(39.125882, -77.084961)"
621513,Stop Work,15705,NORMAN,DR,,GAITHERSBURG,MD,20878,12/19/2012,12/19/2012,,500,10000.00,ADDITION,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"15705 NORMAN DR
GAITHERSBURG, MD 20878
(39.113643, -77.263505)"
672933,Stop Work,6917,AYR,LN,,BETHESDA,MD,20817,05/15/2014,06/19/2014,,240,40100.00,ADDITION- FRONT PORCH,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"6917 AYR LN
BETHESDA, MD 20817
(38.979174, -77.140769)"
649865,Stop Work,220,GRANVILLE,DR,,SILVER SPRING,MD,20901,09/26/2013,10/08/2013,12/14/2013,80,8000.00,SECOND STORY ADDITION,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"220 GRANVILLE DR
SILVER SPRING, MD 20901
(39.013992, -77.014608)"
621904,Stop Work,2708,EAST WEST,HWY,,CHEVY CHASE,MD,20815,12/26/2012,02/15/2013,07/11/2013,300,80000.00,ADDITION AND INTERIOR ALTERATIONS,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"2708 EAST WEST HWY
CHEVY CHASE, MD 20815
(38.992194, -77.05654)"
673219,Stop Work,9007,ALTON,PKWY,,SILVER SPRING,MD,20910,05/19/2014,05/19/2014,09/12/2014,266,28500.00,SCREENED PORCH,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"9007 ALTON PKWY
SILVER SPRING, MD 20910
(39.003127, -77.02923)"
654696,Stop Work,13208,UFFIZI,LN,,CLARKSBURG,MD,20871,11/12/2013,01/08/2014,,1910,92000.00,NEW TOWNHOUSE / REFERBACK / WYETH MODEL / 2012 IRC,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"13208 UFFIZI LN
CLARKSBURG, MD 20871
(39.223782, -77.272661)"
639996,Stop Work,11506,LUND,PL,,SILVER SPRING,MD,20902,06/26/2013,10/07/2013,04/11/2014,1046,130.00,2nd floor addition,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"11506 LUND PL
SILVER SPRING, MD 20902
(39.044863, -77.073701)"
651508,Stop Work,4601,CHELTENHAM,DR,,BETHESDA,MD,20814,10/14/2013,10/14/2013,01/29/2014,375,0.00,add on to existing porch,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"4601 CHELTENHAM DR
BETHESDA, MD 20814
(38.988571, -77.091902)"
675878,Stop Work,12915,ACORN HOLLOW,LN,,SILVER SPRING,MD,20906,06/09/2014,06/09/2014,09/12/2014,176.6,35000.00,ADDITION- FAMILY ROOM AND DECK,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"12915 ACORN HOLLOW LN
SILVER SPRING, MD 20906
(39.068664, -77.050067)"
658418,Stop Work,4611,DERUSSEY,PKWY,,CHEVY CHASE,MD,20815,12/19/2013,12/26/2013,05/23/2014,288,75000.00,ADDITION,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"4611 DERUSSEY PKWY
CHEVY CHASE, MD 20815
(38.972164, -77.090962)"
643270,Stop Work,5608,HOOVER,ST,,BETHESDA,MD,20817,07/25/2013,09/30/2013,05/29/2014,6685,205000.00,"DEMO / REBUILD

*REVISIONS 10/29/13==SEE LOG*",BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"5608 HOOVER ST
BETHESDA, MD 20817
(38.996708, -77.115283)"
609165,Stop Work,11402,TULIP POPLAR,TER,,GERMANTOWN,MD,20876,08/21/2012,08/21/2012,,280,4500.00,Building per Montgomery County Deck Details,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"11402 TULIP POPLAR TER
GERMANTOWN, MD 20876
(39.202789, -77.235912)"
627834,Stop Work,10613,ORDWAY,DR,,SILVER SPRING,MD,20901,03/07/2013,03/07/2013,06/01/2013,384,18562.00,SCREENED PORCH WITH DECK,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"10613 ORDWAY DR
SILVER SPRING, MD 20901
(39.029965, -77.015987)"
563426,Stop Work,8512,ROSEWOOD,DR,,BETHESDA,MD,20814,03/17/2011,03/17/2011,,240,25000.00,SUNROOM,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"8512 ROSEWOOD DR
BETHESDA, MD 20814
(38.994855, -77.105814)"
598043,Stop Work,9409,BALFOUR,DR,,BETHESDA,MD,20814,05/04/2012,01/22/2013,,1441,80000.00,,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"9409 BALFOUR DR
BETHESDA, MD 20814
(39.010267, -77.105147)"
633278,Stop Work,3902,ISBELL,ST,,SILVER SPRING,MD,20906,04/30/2013,05/17/2013,06/25/2013,130,6500.00,screen porch,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"3902 ISBELL ST
SILVER SPRING, MD 20906
(39.063956, -77.076411)"
658340,Stop Work,3240,BIRCHTREE,LN,,SILVER SPRING,MD,20906,12/19/2013,12/19/2013,,228,20000.00,SUNROOM,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"3240 BIRCHTREE LN
SILVER SPRING, MD 20906
(39.085974, -77.063717)"
635535,Stop Work,1710,GAYFIELDS,DR,,SILVER SPRING,MD,20906,05/17/2013,05/17/2013,07/24/2013,256,20000.00,SCREENED PORCH,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"1710 GAYFIELDS DR
SILVER SPRING, MD 20906
(39.109313, -77.038667)"
600628,Stop Work,11708,GEORGIA,AVE,,SILVER SPRING,MD,20902,05/31/2012,07/30/2012,07/30/2012,240,800.00,Porch over existing deck,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"11708 GEORGIA AVE
SILVER SPRING, MD 20902
(39.048097, -77.052056)"
661559,Stop Work,4409,AMBLER,DR,,KENSINGTON,MD,20895,01/28/2014,03/11/2014,,2400,150000.00,"ADDITION

Permit extended according to Montgomery county code",BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"4409 AMBLER DR
KENSINGTON, MD 20895
(39.025034, -77.085934)"
672800,Stop Work,4716,DRUMMOND,AVE,,CHEVY CHASE,MD,20815,05/14/2014,05/30/2014,,370,50000.00,ADDING A FRONT PORCH,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"4716 DRUMMOND AVE
CHEVY CHASE, MD 20815
(38.970172, -77.0943)"
647760,Stop Work,8517,ROSEWOOD,DR,,BETHESDA,MD,20814,09/05/2013,09/24/2013,12/03/2013,108,22167.00,SUNROOM(REPLACEMENT),BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"8517 ROSEWOOD DR
BETHESDA, MD 20814
(38.99531, -77.106046)"
603540,Stop Work,200,QUAINT ACRES,DR,,SILVER SPRING,MD,20904,06/28/2012,07/27/2012,,6000,175000.00,Interior remodeling and replace canopy over exterior basement steps.,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"200 QUAINT ACRES DR
SILVER SPRING, MD 20904
(39.049357, -77.005008)"
596685,Stop Work,10609,RIVERS BEND,CT,,POTOMAC,MD,20854,04/19/2012,06/11/2012,,1550,20000.00,"deck, portico and 5 foot knee wall",BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"10609 RIVERS BEND CT
POTOMAC, MD 20854
(39.030774, -77.23544)"
655923,Stop Work,8108,CARROLL,LN,,SILVER SPRING,MD,20910,11/22/2013,11/26/2013,05/30/2014,332,3500.00,ADDITION,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"8108 CARROLL LN
SILVER SPRING, MD 20910
(38.991518, -77.016396)"
683624,Stop Work,9904,FLEMING,AVE,,BETHESDA,MD,20814,08/08/2014,09/08/2014,11/28/2014,432,26731.00,Rooftop Solar Panels,BUILDING RESIDENTIAL PERMIT,ALTER,SINGLE FAMILY DWELLING,,"9904 FLEMING AVE
BETHESDA, MD 20814
(39.017448, -77.113005)"
561437,Stop Work,13420,QUERY MILL,RD,,GAITHERSBURG,MD,20878,02/22/2011,02/22/2011,,,,FINAL ONLY PERMIT (original permit #257978) for a Freestanding Garage,BUILDING RESIDENTIAL PERMIT,FINAL ONLY AP,GARAGE,,"13420 QUERY MILL RD
GAITHERSBURG, MD 20878
(39.076216, -77.272146)"
541164,Stop Work,13233,MOONLIGHT TRAIL,DR,,SILVER SPRING,MD,20906,06/21/2010,07/23/2010,12/17/2010,4628,200000.00,House Type:  Oxford II,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"13233 MOONLIGHT TRAIL DR
SILVER SPRING, MD 20906
(39.076268, -77.034136)"
551232,Stop Work,11301,SCHUYLKILL,RD,,ROCKVILLE,MD,20852,10/08/2010,10/28/2010,,780,62000.00,2ND STORY ADDITION / SMALL 1ST FL ADD IN REAR,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"11301 SCHUYLKILL RD
ROCKVILLE, MD 20852
(39.040678, -77.091844)"
633588,Stop Work,8408,RAPLEY RIDGE,LN,,POTOMAC,MD,20854,05/02/2013,05/17/2013,,3066,500000.00,ADDITON AND ALTERATION,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"8408 RAPLEY RIDGE LN
POTOMAC, MD 20854
(38.99463, -77.194087)"
659268,Stop Work,4504,SUNFLOWER,DR,,ROCKVILLE,MD,20853,12/31/2013,12/31/2013,04/17/2014,283,38280.00,SCREENED PORCH,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"4504 SUNFLOWER DR
ROCKVILLE, MD 20853
(39.107309, -77.08986)"
683474,Stop Work,7402,ASPEN,AVE,,TAKOMA PARK,MD,20912,08/07/2014,09/02/2014,11/24/2014,1100,40000.00,REPAIR REAR LEFT OF HOUSE DUE TO TREE DAMAGE,BUILDING RESIDENTIAL PERMIT,RESTORE AND / OR REPAIR,SINGLE FAMILY DWELLING,,"7402 ASPEN AVE
TAKOMA PARK, MD 20912
(38.980227, -76.999203)"
597604,Stop Work,9318,WALDEN,RD,,SILVER SPRING,MD,20901,04/30/2012,05/31/2012,06/19/2013,380,34500.00,"addition

**REVISION ADDING DECK AND PORCH 9/26/12**",BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"9318 WALDEN RD
SILVER SPRING, MD 20901
(39.009341, -77.006212)"
646539,Stop Work,11100,BUCKWOOD,LN,,ROCKVILLE,MD,20852,08/23/2013,08/26/2013,12/04/2013,308,30800.00,SCREENED PORCH,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"11100 BUCKWOOD LN
ROCKVILLE, MD 20852
(39.039306, -77.137258)"
672963,Stop Work,17121,FLATWOOD,DR,,ROCKVILLE,MD,20855,05/15/2014,05/20/2014,10/10/2014,192,25000.00,SUNROOM,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"17121 FLATWOOD DR
ROCKVILLE, MD 20855
(39.139473, -77.147526)"
631543,Stop Work,11801,PEPPERVINE,DR,,CLARKSBURG,MD,20871,04/15/2013,05/02/2013,10/02/2013,4314,160000.00,Referback : Model : Jennings,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"11801 PEPPERVINE DR
CLARKSBURG, MD 20871
(39.229879, -77.241431)"
621474,Stop Work,3115,ROLLING,RD,,CHEVY CHASE,MD,20815,12/19/2012,12/19/2012,,155,50000.00,COVERED PORCH,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"3115 ROLLING RD
CHEVY CHASE, MD 20815
(38.98599, -77.063499)"
632739,Stop Work,3908,DUNNEL,LN,,KENSINGTON,MD,20895,04/25/2013,04/30/2013,,70,40000.00,ADDITION,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"3908 DUNNEL LN
KENSINGTON, MD 20895
(39.013159, -77.07797)"
636278,Stop Work,4201,GARRETT PARK,RD,,SILVER SPRING,MD,20906,05/24/2013,05/31/2013,,192,12000.00,ADDITION,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"4201 GARRETT PARK RD
SILVER SPRING, MD 20906
(39.045634, -77.081847)"
666397,Stop Work,3307,FERNDALE,ST,,KENSINGTON,MD,20895,03/19/2014,04/10/2014,07/21/2014,117,60000.00,ADDITION,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"3307 FERNDALE ST
KENSINGTON, MD 20895
(39.026605, -77.067288)"
580999,Stop Work,12505,FLINT TAVERN,TER,,CLARKSBURG,MD,20871,09/29/2011,09/30/2011,,530,6500.00,,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,DECK,,"12505 FLINT TAVERN TER
CLARKSBURG, MD 20871
(39.234112, -77.25902)"
670013,Stop Work,1110,CARSON,ST,,SILVER SPRING,MD,20901,04/21/2014,04/21/2014,05/07/2014,30,5000.00,PORTICO,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"1110 CARSON ST
SILVER SPRING, MD 20901
(39.024278, -77.02777)"
673486,Stop Work,5006,MACON,RD,,ROCKVILLE,MD,20852,05/20/2014,05/21/2014,09/04/2014,80,10000.00,ADDING PORCH TO FRONT OF HOUSE,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"5006 MACON RD
ROCKVILLE, MD 20852
(39.051868, -77.100176)"
667112,Stop Work,2706,ARVIN,ST,,SILVER SPRING,MD,20902,03/25/2014,04/15/2014,01/07/2015,640,61000.00,2nd story addition,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"2706 ARVIN ST
SILVER SPRING, MD 20902
(39.04708, -77.055833)"
658511,Stop Work,4307,THORNAPPLE,ST,,CHEVY CHASE,MD,20815,12/20/2013,01/16/2014,,192,150000.00,2 STORY ADDITION,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"4307 THORNAPPLE ST
CHEVY CHASE, MD 20815
(38.980555, -77.086304)"
625705,Stop Work,9507,LINDALE,DR,,BETHESDA,MD,20817,02/08/2013,04/16/2013,09/25/2013,6238,500000.00,DEMOLITION/REBUILD,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"9507 LINDALE DR
BETHESDA, MD 20817
(39.011812, -77.120183)"
651760,Stop Work,4402,CLEARFIELD,RD,,SILVER SPRING,MD,20906,10/16/2013,10/18/2013,05/29/2014,1452,75000.00,1 STORY ADDITION,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"4402 CLEARFIELD RD
SILVER SPRING, MD 20906
(39.058341, -77.08762)"
630410,Stop Work,14341,STILTON,CIR,,SILVER SPRING,MD,20905,04/03/2013,04/18/2013,08/12/2013,364,15000.00,"SUNROOM

**REVISION-6/4/13 ADDING SQUARE FOOTAGE**",BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"14341 STILTON CIR
SILVER SPRING, MD 20905
(39.09188, -77.004941)"
658971,Stop Work,9838,LA DUKE,DR,,KENSINGTON,MD,20895,12/27/2013,12/27/2013,04/07/2014,200,20000.00,ALTERATIONS IN SCREENED PORCH,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"9838 LA DUKE DR
KENSINGTON, MD 20895
(39.017084, -77.061321)"
665903,Stop Work,10210,CROSSCUT,WAY,,DAMASCUS,MD,20872,03/13/2014,03/13/2014,05/20/2014,594,42000.00,"screen porch, hot tub AND DECK",BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"10210 CROSSCUT WAY
DAMASCUS, MD 20872
(39.247389, -77.213563)"
627864,Stop Work,7133,MAPLE,AVE,,TAKOMA PARK,MD,20912,03/07/2013,03/07/2013,06/13/2013,250,35000.00,SCREEN PORCH,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"7133 MAPLE AVE
TAKOMA PARK, MD 20912
(38.976402, -77.013755)"
620419,Stop Work,10110,FLEMING,AVE,,BETHESDA,MD,20814,12/10/2012,12/26/2012,06/11/2013,963,100000.00,"Increase the size of existing upper level, add rear great room and screened porch.",BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"10110 FLEMING AVE
BETHESDA, MD 20814
(39.022044, -77.111714)"
633959,Stop Work,8908,BURDETTE,RD,,BETHESDA,MD,20817,05/06/2013,07/09/2013,,14000,850000.00,DEMO / REBUILD,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"8908 BURDETTE RD
BETHESDA, MD 20817
(39.002676, -77.142792)"
624345,Stop Work,4616,CHELSEA,LN,,BETHESDA,MD,20814,01/25/2013,01/30/2013,07/25/2013,72,50000.00,"Expanding kitchen, replacing old deck, and placing a small roof over the front door",BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,S,"4616 CHELSEA LN
BETHESDA, MD 20814
(38.99475, -77.093278)"
671577,Stop Work,500,QUAINT ACRES,DR,,SILVER SPRING,MD,20904,05/02/2014,05/05/2014,07/25/2014,240,200000.00,front porch,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"500 QUAINT ACRES DR
SILVER SPRING, MD 20904
(39.048448, -76.999681)"
594944,Stop Work,22643,WINDING WOODS,WAY,,CLARKSBURG,MD,20871,03/30/2012,05/14/2012,08/28/2012,3245,95000.00,,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"22643 WINDING WOODS WAY
CLARKSBURG, MD 20871
(39.230584, -77.246795)"
600234,Stop Work,255,ROCKVILLE,PIKE,,ROCKVILLE,MD,20850,05/28/2012,05/28/2012,,500,10000.00,Addition to sfd,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"255 ROCKVILLE PIKE
ROCKVILLE, MD 20850
(39.084807, -77.148016)"
623770,Stop Work,13601,AQUA,LN,,ROCKVILLE,MD,20850,01/18/2013,01/18/2013,,318,10000.00,SCREENED PORCH,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"13601 AQUA LN
ROCKVILLE, MD 20850
(39.079709, -77.205909)"
661622,Stop Work,15120,WESTBURY,RD,,ROCKVILLE,MD,20853,01/28/2014,02/04/2014,05/01/2014,540,0.00,"SUNROOM

Revision ****2/28/14***change from rafter to Eng Truss*****",BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"15120 WESTBURY RD
ROCKVILLE, MD 20853
(39.105247, -77.097724)"
648753,Stop Work,10717,BURBANK,DR,,POTOMAC,MD,20854,09/16/2013,09/16/2013,11/27/2013,399,80000.00,,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"10717 BURBANK DR
POTOMAC, MD 20854
(39.016598, -77.22104)"
638293,Stop Work,22735,NEW CUT,RD,,CLARKSBURG,MD,20871,06/12/2013,08/27/2013,01/08/2014,2250,200000.00,Referback: Model: Annapolis,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"22735 NEW CUT RD
CLARKSBURG, MD 20871
(39.228694, -77.249944)"
672204,Stop Work,7017,WARFIELD,RD,,GAITHERSBURG,MD,20882,05/08/2014,06/11/2014,10/23/2014,5170,145000.00,NEW HOME ON VACANT LOT / REFERBACK REMINGTON PLACE MODEL,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"7017 WARFIELD RD
GAITHERSBURG, MD 20882
(39.199868, -77.142461)"
647918,Stop Work,7215,FLOWER,AVE,,TAKOMA PARK,MD,20912,09/06/2013,01/15/2014,05/30/2014,300,30000.00,2ND STORY ADDITON,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"7215 FLOWER AVE
TAKOMA PARK, MD 20912
(38.981532, -76.995854)"
635973,Stop Work,20001,TANBARK,WAY,,BRINKLOW,MD,20862,05/22/2013,05/22/2013,,95,11000.00,SCREENED PORCH,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"20001 TANBARK WAY
BRINKLOW, MD 20862
(39.184772, -77.01875)"
638291,Stop Work,22741,NEW CUT,RD,,CLARKSBURG,MD,20871,06/12/2013,08/27/2013,01/13/2014,2250,200000.00,Referback: Model: Annapolis,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"22741 NEW CUT RD
CLARKSBURG, MD 20871
(39.22875, -77.249877)"
626400,Stop Work,19120,BARKSDALE,CT,,GERMANTOWN,MD,20874,02/19/2013,02/27/2013,05/06/2013,196,15000.00,SUNROOM,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"19120 BARKSDALE CT
GERMANTOWN, MD 20874
(39.169765, -77.254846)"
657986,Stop Work,6712,HEATHERFORD,CT,,ROCKVILLE,MD,20855,12/16/2013,12/16/2013,03/25/2014,330,10000.00,OPEN PORCH WITH LANDING AND STEPS,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"6712 HEATHERFORD CT
ROCKVILLE, MD 20855
(39.139396, -77.13618)"
614614,Stop Work,11203,LUND,PL,,KENSINGTON,MD,20895,10/12/2012,10/12/2012,,256,15000.00,Add Porch,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"11203 LUND PL
KENSINGTON, MD 20895
(39.040752, -77.072502)"
598450,Stop Work,12216,BROOKHAVEN,DR,,SILVER SPRING,MD,20902,05/09/2012,07/13/2012,,544,105000.00,addition,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"12216 BROOKHAVEN DR
SILVER SPRING, MD 20902
(39.056265, -77.016774)"
652867,Stop Work,26010,STANLEY HILLS,WAY,,DAMASCUS,MD,20872,10/25/2013,01/24/2014,07/03/2014,6934,300000.00,OAKMONT WITH MORNING ROOM,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,SINGLE FAMILY DWELLING,,"26010 STANLEY HILLS WAY
DAMASCUS, MD 20872
(39.283107, -77.184445)"
628241,Stop Work,8806,GARFIELD,ST,,BETHESDA,MD,20817,03/12/2013,03/12/2013,08/30/2013,420,200000.00,2 Story,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"8806 GARFIELD ST
BETHESDA, MD 20817
(39.000286, -77.114813)"
654824,Stop Work,4902,ROCKMERE,CT,,BETHESDA,MD,20816,11/13/2013,11/20/2013,02/07/2014,620,211917.00,ADDITION,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"4902 ROCKMERE CT
BETHESDA, MD 20816
(38.953462, -77.116704)"
664547,Stop Work,5015,AURORA,DR,,KENSINGTON,MD,20895,02/27/2014,03/04/2014,07/16/2014,300,250000.00,Addition on back and second floor of home,BUILDING RESIDENTIAL PERMIT,ADD,SINGLE FAMILY DWELLING,,"5015 AURORA DR
KENSINGTON, MD 20895
(39.035429, -77.10095)"
602453,Stop Work,12545,HORSESHOE BEND,CIR,,CLARKSBURG,MD,20871,06/19/2012,02/21/2013,08/15/2013,3174,100000.00,Model:Clarksburg,BUILDING RESIDENTIAL PERMIT,CONSTRUCT,TOWNHOUSE,,"12545 HORSESHOE BEND CIR
CLARKSBURG, MD 20871
(39.228325, -77.257973)"
