"permitno","status","stno","stname","suffix","postdir","city","state","zip","addeddate","issueddate","finaleddate","buildingarea","declaredvaluation","description","applicationtype","worktype","usecode","predir","location"
"211944","Issued","5720","HUCKBURN","CT",,"LAUREL","MD","20707","2000-02-23T09:02:35.000","2000-02-23T10:02:00.000",,"270","3145",,"BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"5720 HUCKBURN CT
LAUREL, MD 20707
(39.106624, -76.907962)"
"618308","Issued","11900","CENTURION","WAY",,"POTOMAC","MD","20854","2012-11-20T12:11:35.000","2012-11-21T10:11:37.000",,"5806","50000","POOL DECK &amp; CONSTRUCT RETAINING WALLS

**Revision 11/30/12** adding a gazebo","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"11900 CENTURION WAY
POTOMAC, MD 20854
(39.072517, -77.252596)"
"618333","Finaled","2723","BRIGGS CHANEY","RD",,"SILVER SPRING","MD","20905","2012-11-20T01:11:16.000","2013-02-22T03:02:52.000","2015-04-28T08:04:21.000","7399","700000","New Home on Vacant Lot

REVISION submitted 01/21/14 - BASEMENT moderations &amp; 2nd Floor alterations - no change in sq ft or cost. (emc)","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"2723 BRIGGS CHANEY RD
SILVER SPRING, MD 20905
(39.085847, -76.953764)"
"618478","Finaled","2213","KERRYDALE","CT",,"CLARKSBURG","MD","20871","2012-11-21T11:11:34.000","2012-12-27T01:12:19.000","2013-04-30T03:04:50.000","5170","145000","HOUSE TYPE:&nbsp; REMINGTON PLACE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"2213 KERRYDALE CT
CLARKSBURG, MD 20871
(39.224013, -77.239443)"
"618479","Finaled","2212","KERRYDALE","CT",,"CLARKSBURG","MD","20871","2012-11-21T11:11:47.000","2012-12-27T01:12:53.000","2013-05-06T06:05:34.000","5444","145000","HOUSE TYPE:&nbsp; CHAPEL HILL","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"2212 KERRYDALE CT
CLARKSBURG, MD 20871
(39.224018, -77.239448)"
"618699","Issued","12713","ROBINDALE","DR",,"ROCKVILLE","MD","20853","2012-11-23T12:11:27.000","2012-11-23T01:11:56.000",,"198","1300","Shed and fence&nbsp;&nbsp; 6 foot fence","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SHED",,"12713 ROBINDALE DR
ROCKVILLE, MD 20853
(39.064355, -77.093346)"
"619067","Finaled","15143","VANTAGE HILL","RD",,"SILVER SPRING","MD","20906","2012-11-27T01:11:41.000","2012-11-27T02:11:34.000","2013-01-04T07:01:18.000","25","1500","Moving&nbsp;an Existing window

**REVISION 12/7/12**","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"15143 VANTAGE HILL RD
SILVER SPRING, MD 20906
(39.103524, -77.071063)"
"619189","Finaled","4414","SIGSBEE","RD",,"SILVER SPRING","MD","20906","2012-11-28T10:11:38.000","2012-12-12T11:12:26.000","2013-11-21T02:11:13.000","1200","30000","finishing projects that have already been started

**REVISION ADDING COVERED FRONT PORCH 5/21/13**

9/18/13 change job description from den to bedroom

&nbsp;","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"4414 SIGSBEE RD
SILVER SPRING, MD 20906
(39.055495, -77.086109)"
"619233","Finaled","6402","MARJORY","LN",,"BETHESDA","MD","20817","2012-11-28T01:11:06.000","2012-12-17T09:12:20.000","2013-09-30T08:09:48.000","1000","900","adding second story addition,&nbsp; and screen porch&nbsp;","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"6402 MARJORY LN
BETHESDA, MD 20817
(38.975078, -77.129548)"
"619311","Finaled","8026","GLENSIDE","DR",,"TAKOMA PARK","MD","20912","2012-11-29T08:11:24.000","2012-11-29T09:11:45.000","2013-08-22T12:08:19.000","385","70000","REMOVE DAMAGED DECK&nbsp;REAR PORCH ADDITION","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"8026 GLENSIDE DR
TAKOMA PARK, MD 20912
(38.989656, -76.996761)"
"619412","Finaled","8801","GARFIELD","ST",,"BETHESDA","MD","20817","2012-11-29T02:11:21.000","2013-05-09T10:05:18.000","2014-12-20T07:12:34.000","5334","380000","Demo/Rebuild

6/9/14 - extension granted - 11/9/14 new expiration date.&nbsp; *revision submitted on 7/10/2104* Revision issued on 7/11/14 (emc)

10/28/14 - extension corrected - ms","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"8801 GARFIELD ST
BETHESDA, MD 20817
(38.999916, -77.114904)"
"619413","Finaled","19906","BRIARLEY HALL","DR",,"POOLESVILLE","MD","20837","2012-11-29T02:11:09.000","2012-12-14T12:12:50.000","2013-08-15T11:08:46.000","2972","200700","Kensington&nbsp;Model","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"19906 BRIARLEY HALL DR
POOLESVILLE, MD 20837
(39.151358, -77.414138)"
"619490","Finaled","10018","MENLO","AVE",,"SILVER SPRING","MD","20910","2012-11-30T10:11:11.000","2012-12-19T02:12:47.000","2013-06-28T03:06:05.000","1555","180000","ADDITION - 1st &amp; 2nd Floors and remodeling existing Basement","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"10018 MENLO AVE
SILVER SPRING, MD 20910
(39.020336, -77.058773)"
"619498","Finaled","2233","VICTORIA","PL",,"OLNEY","MD","20832","2012-11-30T10:11:41.000","2013-01-04T10:01:18.000","2014-03-05T07:03:50.000","8072","298000","Model:&nbsp; 2010 Wentworth-Elevation 4&nbsp;","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"2233 VICTORIA PL
OLNEY, MD 20832
(39.133874, -77.050716)"
"619502","Finaled","6527","ELGIN","LN",,"BETHESDA","MD","20817","2012-11-30T10:11:58.000","2012-12-05T11:12:46.000","2013-04-04T02:04:10.000","365","110000","FIRST FLOOR ADDITION

&nbsp;

**REVISION 1/22/13 STRUCTURAL**","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"6527 ELGIN LN
BETHESDA, MD 20817
(38.977061, -77.13183)"
"619532","Finaled","1201","OLNEY SANDY SPRING","RD",,"SANDY SPRING","MD","20860","2012-11-30T12:11:06.000","2012-11-30T02:11:28.000","2013-10-29T11:10:38.000","530","60000","REMODEL KITCHEN &amp; LAUNDRY ROOM","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"1201 OLNEY SANDY SPRING RD
SANDY SPRING, MD 20860
(39.149036, -77.029837)"
"619563","Finaled","22109","GINGER TREE","WAY",,"CLARKSBURG","MD","20871","2012-11-30T03:11:46.000","2012-11-30T03:11:46.000","2014-08-26T07:08:18.000","304","4000","Montgomery County Deck Details 

&nbsp;","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"22109 GINGER TREE WAY
CLARKSBURG, MD 20871
(39.219397, -77.267683)"
"619595","Issued","11345","AMBERLEA FARM","DR",,"GAITHERSBURG","MD","20878","2012-12-03T08:12:08.000","2012-12-11T10:12:04.000",,"563","7680","Installation of 32 solar panels mounted flush&nbsp; to roof of existing SFD","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"11345 AMBERLEA FARM DR
GAITHERSBURG, MD 20878
(39.088469, -77.233495)"
"619815","Finaled","6000","MUNCASTER MILL","RD",,"ROCKVILLE","MD","20855","2012-12-04T03:12:57.000","2013-05-06T02:05:21.000","2014-06-23T07:06:26.000","9591","150000","DEMO / REBUILD&nbsp; REVISION 05/31/2013 Structural","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"6000 MUNCASTER MILL RD
ROCKVILLE, MD 20855
(39.132748, -77.121488)"
"619874","Issued","5810","GROSVENOR","LN",,"BETHESDA","MD","20814","2012-12-05T09:12:07.000","2012-12-05T09:12:08.000",,"1000","60000","In ground&nbsp;pool with fence","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SWIMMING POOL & FENCE",,"5810 GROSVENOR LN
BETHESDA, MD 20814
(39.022522, -77.117048)"
"619907","Finaled","15501","BARNESVILLE","RD",,"BOYDS","MD","20841","2012-12-05T10:12:14.000","2013-02-05T02:02:14.000","2013-09-13T02:09:43.000","6000","280000","Single family dwelling&nbsp;","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"15501 BARNESVILLE RD
BOYDS, MD 20841
(39.192333, -77.323279)"
"619941","Finaled","226","HARBINGER","DR",,"ROCKVILLE","MD","20855","2012-12-05T12:12:08.000","2013-01-11T02:01:58.000","2013-05-05T08:05:24.000","6121","159000","Model Name:&nbsp; 537&nbsp;","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"226 HARBINGER DR
ROCKVILLE, MD 20855
(39.136856, -77.118121)"
"619944","Finaled","222","HARBINGER","DR",,"ROCKVILLE","MD","20855","2012-12-05T12:12:13.000","2013-01-11T02:01:40.000","2013-05-05T08:05:32.000","7364","159000","Model Name:&nbsp; 751 Crosby","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"222 HARBINGER DR
ROCKVILLE, MD 20855
(39.13684, -77.117462)"
"619953","Finaled","3814","CULLINGWORTH","RD",,"BURTONSVILLE","MD","20866","2012-12-05T12:12:43.000","2012-12-05T02:12:40.000","2013-01-04T07:01:30.000","160","6000","DECK

*REVISION 12/19/12&nbsp; - INCREASE SIZE OF DECK","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"3814 CULLINGWORTH RD
BURTONSVILLE, MD 20866
(39.102413, -76.929979)"
"620014","Finaled","10160","SYCAMORE HOLLOW","LN",,"GERMANTOWN","MD","20876","2012-12-05T03:12:57.000","2013-01-15T03:01:44.000","2013-06-24T08:06:39.000","3959","388221","House Type:&nbsp; Ashton II","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"10160 SYCAMORE HOLLOW LN
GERMANTOWN, MD 20876
(39.213362, -77.211707)"
"620127","Finaled","19914","BRIGHTWELL CROSSING",,,"POOLESVILLE","MD","20837","2012-12-06T01:12:29.000","2012-12-06T01:12:21.000","2013-01-03T03:01:46.000","200","6400","DECK&nbsp; Approved per Montgomery county deck details only.","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","DECK",,"19914 BRIGHTWELL CROSSING
POOLESVILLE, MD 20837
(39.154353, -77.413931)"
"620370","Issued","2644","WINTER MORNING","WAY",,"OLNEY","MD","20832","2012-12-10T11:12:04.000","2013-02-06T03:02:12.000",,"11312","200000","HOUSE TYPE:&nbsp; HAMPTON","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"2644 WINTER MORNING WAY
OLNEY, MD 20832
(39.140778, -77.055144)"
"620371","Finaled","124","BRIMSTONE ACADEMY","CT",,"OLNEY","MD","20832","2012-12-10T11:12:44.000","2013-01-23T11:01:32.000","2013-11-12T07:11:59.000","7718","200000","HOUSE TYPE:&nbsp; HARDING","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"124 BRIMSTONE ACADEMY CT
OLNEY, MD 20832
(39.143996, -77.05242)"
"620430","Stop Work","5017","BROOKDALE","RD",,"BETHESDA","MD","20816","2012-12-10T02:12:17.000","2013-01-15T09:01:15.000","2013-06-27T02:06:18.000","375","70000","Add story over existing framing room, new portico and new screened porch. &nbsp;","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"5017 BROOKDALE RD
BETHESDA, MD 20816
(38.956446, -77.092891)"
"620722","Issued","7505","ALFRED","DR",,"TAKOMA PARK","MD","20912","2012-12-11T03:12:48.000","2012-12-11T03:12:18.000",,"200","3000","SHED AND 4&nbsp;FT FENCE","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SHED",,"7505 ALFRED DR
TAKOMA PARK, MD 20912
(38.985599, -77.016595)"
"620813","Issued",,,,,,,,"2012-12-12T10:12:04.000","2013-02-06T09:02:14.000",,"5749","269000","PURE MODEL - WILSHIRE - 2012 IRC

*REVISION 7/1/13 TO ADD OPTIONS*&nbsp; **Revision submitted on 9/2/2014 to update structural layout, add options**","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,
"620823","Finaled","24318","CLUB VIEW","DR",,"DAMASCUS","MD","20872","2012-12-12T10:12:13.000","2012-12-21T09:12:32.000","2012-12-27T12:12:47.000","560","90000","FINAL ONLY PERMIT FOR DECK &amp; ADDITION","BUILDING RESIDENTIAL PERMIT","FINAL ONLY AP","SINGLE FAMILY DWELLING",,"24318 CLUB VIEW DR
DAMASCUS, MD 20872
(39.25592, -77.20527)"
"620851","Finaled","10108","CRESTWOOD","RD",,"KENSINGTON","MD","20895","2012-12-12T12:12:03.000","2013-01-02T10:01:43.000","2014-02-07T03:02:31.000","1396","150000","2 Story &amp; Detached Garage","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"10108 CRESTWOOD RD
KENSINGTON, MD 20895
(39.021872, -77.093244)"
"620890","Finaled","125","BRIMSTONE ACADEMY","CT",,"OLNEY","MD","20832","2012-12-12T02:12:53.000","2013-02-08T12:02:23.000","2013-09-11T08:09:56.000","7748","200000","Model name:&nbsp; Harding IRC 2012","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"125 BRIMSTONE ACADEMY CT
OLNEY, MD 20832
(39.144287, -77.052437)"
"620899","Finaled","2650","WINTER MORNING","WAY",,"OLNEY","MD","20832","2012-12-12T02:12:39.000","2013-02-06T03:02:01.000","2013-10-25T10:10:06.000","8915","200000","Model name:&nbsp;&nbsp;Hampton IRC 2012","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"2650 WINTER MORNING WAY
OLNEY, MD 20832
(39.141205, -77.055417)"
"620999","Finaled","7233","GARLAND","AVE",,"TAKOMA PARK","MD","20912","2012-12-13T12:12:14.000","2012-12-19T11:12:21.000","2014-03-19T07:03:34.000","250","65000","1 story office and bathroom&nbsp;addition","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"7233 GARLAND AVE
TAKOMA PARK, MD 20912
(38.984575, -76.993616)"
"621048","Finaled","26012","SCHOOLYARD","CT",,"DAMASCUS","MD","20872","2012-12-13T03:12:00.000","2013-01-17T02:01:43.000","2013-06-07T07:06:07.000","3490","300000","&nbsp;Model:Van Buren","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"26012 SCHOOLYARD CT
DAMASCUS, MD 20872
(39.284167, -77.212367)"
"621153","Finaled","7204","DENTON","RD",,"BETHESDA","MD","20814","2012-12-14T01:12:10.000","2013-01-14T11:01:37.000","2014-05-28T10:05:17.000","1565","175000","Weems/Clark Residence 

Two Story Addition 

**REVISION -4/9/13** Revision issued 4/15/13 (emc)

&nbsp;","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"7204 DENTON RD
BETHESDA, MD 20814
(38.982337, -77.101854)"
"621225","Finaled","8512","WHITTIER","BLVD",,"BETHESDA","MD","20817","2012-12-17T10:12:38.000","2013-04-29T04:04:51.000","2014-11-24T01:11:30.000","6398","250000","Demo/Rebuild

REVISION - 7/1/13 - INTERIOR ALTERATIONS ADDITION OF ROOM UNDER/OVER GARAGE/CHANGE OF EXTERIOR SIDING AND WINDOWS -&nbsp;2500 SQ FEET / SEE LOG FOR C.E. / EXPEDITED REVIEW REQUESTED","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"8512 WHITTIER BLVD
BETHESDA, MD 20817
(38.995891, -77.130198)"
"621279","Issued","4718","EDGEFIELD","RD",,"BETHESDA","MD","20814","2012-12-17T01:12:38.000","2013-01-17T10:01:25.000",,"2010","250000","SECOND FLOOR ADDITION &amp; REAR ADDITION","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"4718 EDGEFIELD RD
BETHESDA, MD 20814
(39.019822, -77.095496)"
"621476","Issued","9030","CONGRESSIONAL","PKWY",,"POTOMAC","MD","20854","2012-12-19T10:12:34.000","2012-12-26T10:12:05.000",,"9691","120000","Porte Cochere Addition &amp; 

Interior Renovation","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"9030 CONGRESSIONAL PKWY
POTOMAC, MD 20854
(39.004327, -77.193636)"
"621836","Issued","11031","LOCKWOOD","DR",,"SILVER SPRING","MD","20901","2012-12-21T03:12:51.000","2013-04-05T03:04:21.000",,"1482","130000","TWO STORY REAR ADDITION

**REVISION 12/27/13**

12/18/14 - EXTENSION&nbsp; GRANTED - NEW EXP 8/20/15","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"11031 LOCKWOOD DR
SILVER SPRING, MD 20901
(39.037265, -76.995198)"
"622375","Finaled","1036","OAKWOOD MANOR","DR",,"SANDY SPRING","MD","20860","2013-01-03T12:01:48.000","2013-01-29T02:01:30.000","2013-10-29T11:10:15.000","7500","159000","HOUSE TYPE:&nbsp; CHATHAM 508","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"1036 OAKWOOD MANOR DR
SANDY SPRING, MD 20860
(39.154161, -77.028245)"
"622379","Finaled","13628","CANAL VISTA","CT",,"POTOMAC","MD","20854","2013-01-03T12:01:50.000","2013-01-14T02:01:13.000","2013-01-16T02:01:06.000","10","5500","Truss repair due to tree damage&nbsp;","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"13628 CANAL VISTA CT
POTOMAC, MD 20854
(39.053452, -77.283964)"
"622589","Finaled","13363","REDSPIRE","DR",,"SILVER SPRING","MD","20906","2013-01-07T11:01:24.000","2013-02-22T10:02:42.000","2013-07-12T03:07:57.000","5901","200000","New Const. (Bradley) Model&nbsp;&nbsp; Lot # 1088V033","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"13363 REDSPIRE DR
SILVER SPRING, MD 20906
(39.076824, -77.029284)"
"622590","Finaled","1104","WINDY MEADOW","CT",,"SILVER SPRING","MD","20906","2013-01-07T11:01:38.000","2013-02-08T12:02:05.000","2013-06-04T08:06:09.000","5342","200000","New Const. (Williamsport) Model&nbsp;&nbsp; Lot # 1088T032","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"1104 WINDY MEADOW CT
SILVER SPRING, MD 20906
(39.075378, -77.027982)"
"622602","Finaled","13620","BLUE STEM","LN",,"SILVER SPRING","MD","20906","2013-01-07T11:01:15.000","2013-02-08T12:02:04.000","2013-06-06T04:06:27.000","4809","200000","New Const. (Danfield) Model&nbsp;&nbsp; Lot # 1087A007","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"13620 BLUE STEM LN
SILVER SPRING, MD 20906
(39.079712, -77.036779)"
"622603","Finaled","13612","EARLY LIGHT","LN",,"SILVER SPRING","MD","20906","2013-01-07T11:01:23.000","2013-02-14T11:02:16.000","2013-10-24T03:10:30.000","5931","200000","New Const. (Abbey) Model&nbsp;&nbsp; Lot # 1087D012","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"13612 EARLY LIGHT LN
SILVER SPRING, MD 20906
(39.079576, -77.033444)"
"622604","Finaled","13756","NIGHT SKY","DR",,"SILVER SPRING","MD","20906","2013-01-07T11:01:29.000","2013-02-22T11:02:56.000","2013-07-03T03:07:01.000","4809","200000","New Const. (Danfield) Model&nbsp;&nbsp; Lot # 1087G015","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"13756 NIGHT SKY DR
SILVER SPRING, MD 20906
(39.080294, -77.032714)"
"622605","Finaled","13740","NIGHT SKY","DR",,"SILVER SPRING","MD","20906","2013-01-07T11:01:36.000","2013-03-07T12:03:42.000","2013-07-12T08:07:51.000","5097","200000","New Const. (Sinclair) Model&nbsp;&nbsp; Lot # 1088G011","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"13740 NIGHT SKY DR
SILVER SPRING, MD 20906
(39.080348, -77.033404)"
"622606","Finaled","17710","TOBOGGAN","LN",,"ROCKVILLE","MD","20855","2013-01-07T11:01:43.000","2013-02-14T11:02:52.000","2013-06-18T06:06:43.000","5703","200000","New Const. (Newbury) Model&nbsp;&nbsp; Lot # 1008M004","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"17710 TOBOGGAN LN
ROCKVILLE, MD 20855
(39.137799, -77.117557)"
"622644","Open",,,,,,,,"2013-01-07T03:01:06.000",,,"2404","95000","PURE MODEL:20' Wide model&nbsp;&nbsp;&nbsp; New 2012 IRC","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","TOWNHOUSE",,
"622793","Issued","11007","CHANDLER","RD",,"POTOMAC","MD","20854","2013-01-08T03:01:18.000","2013-05-21T10:05:07.000",,"14034","600000","Demo/Rebuild

REVISION - NEW PATIO IN FRONT OF HOME AND ATTIC&nbsp;- 720 SF $10K COST","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"11007 CHANDLER RD
POTOMAC, MD 20854
(38.997066, -77.227257)"
"623024","Issued","7103","FAIRFAX","RD",,"BETHESDA","MD","20814","2013-01-10T12:01:17.000","2013-01-10T01:01:01.000",,"40","25000","Two bay windows at rear of house&nbsp; Revision 02/14/2013&nbsp;to remove bay window and changing a bay window

**REVISION TO STRUCTURAL 1/7/14**","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"7103 FAIRFAX RD
BETHESDA, MD 20814
(38.980007, -77.103661)"
"623116","Finaled","22601","SHINING HARNESS","ST",,"CLARKSBURG","MD","20871","2013-01-11T09:01:28.000","2013-02-20T12:02:19.000","2013-06-09T09:06:07.000","5267","145000","MODEL: JASMINE GROVE (refer Back)

*REVISION SUBMITTED 3/15/13*&nbsp; *Revision issued on 4/18/2013*","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"22601 SHINING HARNESS ST
CLARKSBURG, MD 20871
(39.224781, -77.241435)"
"623147","Finaled","2228","VICTORIA","PL",,"OLNEY","MD","20832","2013-01-11T10:01:27.000","2013-02-19T03:02:28.000","2013-06-28T03:06:39.000","8072","298000","MODEL: WENTWORTH - Elevation&nbsp;4 (refer back)","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING",,"2228 VICTORIA PL
OLNEY, MD 20832
(39.133017, -77.050888)"
"623168","Finaled","2023","LUZERNE","AVE",,"SILVER SPRING","MD","20910","2013-01-11T11:01:44.000","2013-01-11T11:01:44.000","2013-03-11T01:03:53.000","1040","0","Final Only&nbsp;&nbsp;To replace permit 583325 which&nbsp;replaced 499739, and 381653&nbsp; 

TO REPLACE PERMIT 499739 WHICH REPLACED PERMIT 381653. NEED SEPARATE PERMIT FOR FRONT PORCH. NEED NEW ELECTRICAL AND MECHANICAL PERMITS.","BUILDING RESIDENTIAL PERMIT","FINAL ONLY AP","SINGLE FAMILY DWELLING",,"2023 LUZERNE AVE
SILVER SPRING, MD 20910
(39.006303, -77.045479)"
"623241","Finaled","7017","WOODLAND","AVE",,"TAKOMA PARK","MD","20912","2013-01-14T09:01:56.000","2013-01-14T11:01:44.000","2013-02-07T02:02:14.000","35","1500","PRE FAB CHIMNEY &amp; WOODSTOVE HEARTH","BUILDING RESIDENTIAL PERMIT","ALTER","SINGLE FAMILY DWELLING",,"7017 WOODLAND AVE
TAKOMA PARK, MD 20912
(38.976665, -77.002924)"
"623243","Finaled","4500","CHELSEA","LN",,"BETHESDA","MD","20814","2013-01-14T10:01:29.000","2013-07-31T10:07:08.000","2014-06-17T11:06:58.000","3950","300000","DEMO / REBUILD

INCLUDING A 7 FT RETAINING WALL

**REVISION** 8/6/13 Window &amp; Door addition, Basement reconfigure &amp; Kitchen layout changes","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SINGLE FAMILY DWELLING","S","4500 CHELSEA LN
BETHESDA, MD 20814
(38.994406, -77.08853)"
"623264","Issued","9628","GREENEL","RD",,"DAMASCUS","MD","20872","2013-01-14T12:01:46.000","2013-01-14T02:01:46.000",,"800","50000","REFERBACK

INGROUND POOL

&nbsp;

REVISION ON 3/11/2013&nbsp; ADDING A SPA","BUILDING RESIDENTIAL PERMIT","CONSTRUCT","SWIMMING POOL",,"9628 GREENEL RD
DAMASCUS, MD 20872
(39.2622, -77.198167)"
"623274","Stop Work","907","BRIGGS CHANEY","RD",,"SILVER SPRING","MD","20905","2013-01-14T12:01:08.000","2013-01-24T10:01:46.000",,"223.2","3800","BATHROOM&nbsp;ADDITION","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"907 BRIGGS CHANEY RD
SILVER SPRING, MD 20905
(39.107074, -76.99467)"
"623414","Issued","11104","WAYCROFT","WAY",,"ROCKVILLE","MD","20852","2013-01-15T02:01:43.000","2013-02-04T10:02:20.000",,"400","45000","2nd Story&nbsp;Bedroom Addition","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"11104 WAYCROFT WAY
ROCKVILLE, MD 20852
(39.038533, -77.111411)"
"623516","Finaled","3103","STARNER","CT",,"KENSINGTON","MD","20895","2013-01-16T11:01:17.000","2013-01-29T11:01:17.000","2014-04-02T09:04:49.000","570","125000","SUNROOM &amp; SCREEN PORCH ADDITION","BUILDING RESIDENTIAL PERMIT","ADD","SINGLE FAMILY DWELLING",,"3103 STARNER CT
KENSINGTON, MD 20895
(39.031481, -77.064352)"
